Experiment,Graph,Avg_Generation_Time,Total_Run_Time,Final_Fitness_Value,Best_Fitness_Value,Avg_Number_of_Colors_Used,Avg_Total_Time,Avg_Fitness,Fitness_Std
crossover_prob_0.6,BullGraph.col,0.00114980244636532,0.11804628372192379,125.0,125.0,4.0,0.1180462837219238,125.0,0.0
crossover_prob_0.6,ButterflyGraph.col,0.00119489979743953,0.12289383411407466,166.66666666666666,166.66666666666666,3.0,0.1228938341140747,166.66666666666669,0.0
crossover_prob_0.6,CubeGraph.col,0.00149892091751095,0.15474052429199214,184.0,184.0,4.4,0.1547405242919922,184.0,20.655911179772893
crossover_prob_0.6,Cycle3.col,0.00094907712936395,0.09692320823669429,150.0,150.0,2.0,0.0969232082366943,150.0,0.0
crossover_prob_0.6,Cycle4.col,0.00105097365379329,0.10740637779235837,200.0,200.0,2.0,0.1074063777923584,200.0,0.0
crossover_prob_0.6,Cycle5.col,0.00134882211685176,0.13768901824951169,200.0,200.0,2.6,0.1376890182495117,200.0,43.03314829119352
crossover_prob_0.6,DiamondGraph.col,0.00102934455871578,0.10598294734954831,200.0,200.0,2.0,0.1059829473495483,200.0,0.0
crossover_prob_0.6,GroÌˆtzschGraph.col,0.00239623498916621,0.24974544048309327,181.76190476190476,181.76190476190476,6.1,0.24974544048309316,181.7619047619048,17.293648972515324
crossover_prob_0.6,K4Graph.col,0.00099606561660763,0.10528004169464107,133.33333333333334,133.33333333333334,3.0,0.10528004169464109,133.33333333333331,0.0
crossover_prob_0.6,K5Graph.col,0.00119675159454342,0.1335109949111938,125.0,125.0,4.0,0.1335109949111938,125.0,0.0
crossover_prob_0.6,LetterA.col,0.00119359850883479,0.12260975837707515,166.66666666666666,166.66666666666666,3.0,0.1226097583770751,166.66666666666669,0.0
crossover_prob_0.6,LetterB.col,0.0013365929126739,0.1367648363113403,230.0,230.0,2.7,0.1367648363113403,230.0,48.3045891539648
crossover_prob_0.6,LetterC.col,0.0010471258163451702,0.10683860778808589,200.0,200.0,2.0,0.10683860778808589,200.0,0.0
crossover_prob_0.6,LetterD.col,0.00108607769012445,0.11120624542236324,200.0,200.0,2.0,0.1112062454223632,200.0,0.0
crossover_prob_0.6,LetterE.col,0.00152279210090633,0.15548028945922848,245.0,245.0,2.6,0.1554802894592285,245.0,59.86094998689324
crossover_prob_0.6,LetterF.col,0.00120845961570735,0.1225457668304443,233.33333333333334,233.33333333333334,2.2,0.1225457668304443,233.33333333333331,35.13641844631533
crossover_prob_0.6,MoserSpindle.col,0.0016397714614867598,0.17077772617340084,186.66666666666666,186.66666666666666,3.8,0.1707777261734008,186.66666666666669,24.595492912420717
crossover_prob_0.6,Octahedron.col,0.0015056285858154,0.15964112281799314,195.0,195.0,3.1,0.1596411228179931,195.0,15.8113883008419
crossover_prob_0.6,PetersenGraph.col,0.0018345808982848499,0.19004650115966792,196.66666666666666,196.66666666666666,5.2,0.1900465011596679,196.66666666666669,32.203059435976535
crossover_prob_0.6,Square.col,0.00106203150749203,0.10886626243591306,200.0,200.0,2.0,0.10886626243591299,200.0,0.0
crossover_prob_0.6,Triangle.col,0.00093342494964593,0.09567923545837398,150.0,150.0,2.0,0.095679235458374,150.0,0.0
crossover_prob_0.6,Wheel6Graph.col,0.00128774094581599,0.13420958518981932,150.0,150.0,4.0,0.1342095851898193,150.0,0.0
crossover_prob_0.6,example_graph,0.00141976499557489,0.14588553905487056,198.66666666666669,198.66666666666669,4.1,0.1458855390548706,198.66666666666669,29.110262922333895
Overall,Overall,0.0012994992525680732,0.1344682672749395,183.38095238095238,183.38095238095238,3.1217391304347823,0.1344682672749395,183.38095238095238,14.174124765314268
